"","FECHAPROCESO","TIPOTX","CANAL","valtransaccion","transacciones","consistentes","conciliado","peso_val","peso_trans"
"433","2022-09-22","DevolucionesDebitosEnviados","ACH",232511.977348993,894,889,99.4407158836689,0.0049595756033179,0.0840109496150438
"434","2022-09-22","DevolucionesDebitosRecibidos","ACH",153159.259911894,227,197,86.784140969163,0.00326694967520367,0.0213316393317841
"435","2022-09-22","PagosDIANEnviados","PSE",16955124.2236025,161,147,91.304347826087,0.361659736454722,0.0151294886890627
"436","2022-09-22","PagosDIANRecibidos","PSE",73686307.6923077,13,13,100,1.57175908998792,0.00122163573265724
"437","2022-09-22","PagosEmpresasEnviados","PSE",440851.99078892,10939,8081,73.8732973763598,0.00940355332710056,1.02795948304135
"438","2022-09-22","PagosEmpresasRecibidos","PSE",2809401.8411417,1235,1134,91.8218623481781,0.0599256906680945,0.116055394602437
"439","2022-09-22","PagosSSSEnviados","PSE",1400158.86350148,674,558,82.7893175074184,0.0298659613984885,0.0633371141393059
"440","2022-09-22","PagosSSSOtrosCanalesEnviado","PSE",155185.714285714,7,0,0,0.0033101747760704,0.000657803856046204
"441","2022-09-22","PagosSSSRecibidos","PSE",710302.702341311,1922,121,6.2955254942768,0.0151510472435367,0.180614144474401
"442","2022-09-22","SeguridadSocialONIFRecibidos","ACH",118239.106741573,356,0,0,0.00252208852137288,0.0334540246789212
"443","2022-09-23","CreditosEnviados","ACH",2630257.05549991,5711,4476,78.3750656627561,0.0561044590977439,0.536673974554267
"444","2022-09-23","CreditosRecibidos","ACH",3293602.91306175,10850,10847,99.9723502304147,0.0702538976309151,1.01959597687162
"445","2022-09-23","DebitosEnviados","ACH",165845.917159763,338,328,97.0414201183432,0.00353756126472942,0.0317625290490881
"446","2022-09-23","DebitosRecibidos","ACH",198874.936407833,1481,1481,100,0.0042420837582884,0.13917250154349
"447","2022-09-23","DevolucionesCreditosEnviados","ACH",1883529.8989172,157,154,98.0891719745223,0.0401764633430829,0.014753600771322
"448","2022-09-23","DevolucionesCreditosRecibidos","ACH",2750282.61363636,220,220,100,0.0586646533582514,0.0206738354757378
"449","2022-09-23","DevolucionesDebitosEnviados","ACH",267774.438148148,918,911,99.2374727668845,0.00571173831891832,0.0862662771214879
"450","2022-09-23","DevolucionesDebitosRecibidos","ACH",189277.090047393,211,187,88.6255924170616,0.00403735776870129,0.0198280876608213
"451","2022-09-23","PagosDIANEnviados","PSE",4978679.14438503,187,167,89.3048128342246,0.106197263051862,0.0175727601543772
"452","2022-09-23","PagosDIANRecibidos","PSE",83007272.7272727,11,11,100,1.77057908762359,0.00103369177378689
"453","2022-09-23","PagosEmpresasEnviados","PSE",355923.345836296,10971,8053,73.4026068726643,0.0075919905838288,1.03096658638327
"454","2022-09-23","PagosEmpresasRecibidos","PSE",2459610.08487747,1265,1143,90.3557312252964,0.0524644893984245,0.118874553985493
"455","2022-09-23","PagosSSSEnviados","PSE",918961.492537313,670,575,85.8208955223881,0.019601824605946,0.0629612262215652
"456","2022-09-23","PagosSSSOtrosCanalesEnviado","PSE",201800,5,0,0,0.00430447656142599,0.00046985989717586
"457","2022-09-23","PagosSSSRecibidos","PSE",846063.059374663,1855,107,5.76819407008086,0.0180468712020149,0.174318021852244
"458","2022-09-23","SeguridadSocialONIFRecibidos","ACH",76937.3333333333,375,0,0,0.00164110479698688,0.0352394922881895
"459","2022-09-24","CreditosEnviados","ACH",3001997.76024067,5734,4504,78.5490059295431,0.0640338404182819,0.538835330081276
"460","2022-09-24","CreditosRecibidos","ACH",3258387.9758138,10709,10704,99.9533102997479,0.069502748612105,1.00634592777126
"461","2022-09-24","DebitosEnviados","ACH",224813.385542169,332,317,95.4819277108434,0.00479536149039192,0.0311986971724771
"462","2022-09-24","DebitosRecibidos","ACH",204776.584550602,1413,1408,99.6461429582449,0.00436796832768549,0.132782406941898
"463","2022-09-24","DevolucionesCreditosEnviados","ACH",1782532.69909091,154,152,98.7012987012987,0.0380221517503083,0.0144716848330165
"464","2022-09-24","DevolucionesCreditosRecibidos","ACH",1387656.33853659,205,205,100,0.0295992774258917,0.0192642557842103
"465","2022-09-24","DevolucionesDebitosEnviados","ACH",211577.208781038,886,883,99.6613995485327,0.00451302842482613,0.0832591737795624
"466","2022-09-24","DevolucionesDebitosRecibidos","ACH",176576.015228426,197,171,86.8020304568528,0.00376643864648543,0.0185124799487289
"467","2022-09-24","PagosDIANEnviados","PSE",5901655.66037736,212,188,88.6792452830189,0.12588472975075,0.0199220596402565
"468","2022-09-24","PagosDIANRecibidos","PSE",20589461.5384615,13,13,100,0.439181638278937,0.00122163573265724
"469","2022-09-24","PagosEmpresasEnviados","PSE",359694.794675037,10832,7976,73.6336779911374,0.00767243713055317,1.01790448124178
"470","2022-09-24","PagosEmpresasRecibidos","PSE",2792022.23598361,1220,1085,88.9344262295082,0.0595549765796413,0.11464581491091
"471","2022-09-24","PagosSSSEnviados","PSE",3317028.95938375,714,600,84.0336134453782,0.0707535847831447,0.0670959933167128
"472","2022-09-24","PagosSSSOtrosCanalesEnviado","PSE",118400,1,0,0,0.00252552044040058,9.3971979435172e-05
"473","2022-09-24","PagosSSSRecibidos","PSE",870246.055912253,1869,113,6.04601391118245,0.0185627044120302,0.175633629564337
"474","2022-09-24","SeguridadSocialONIFRecibidos","ACH",229518.469656992,379,0,0,0.00489572285952866,0.0356153802059302
"475","2022-09-25","CreditosEnviados","ACH",3095525.84377649,5709,4464,78.1923279033106,0.0660288327047786,0.536486030595397
"476","2022-09-25","CreditosRecibidos","ACH",2554173.5254571,10665,10661,99.9624941397093,0.0544815662742561,1.00221116067611
"477","2022-09-25","DebitosEnviados","ACH",201784.756613757,378,369,97.6190476190476,0.00430415141376097,0.035521408226495
"478","2022-09-25","DebitosRecibidos","ACH",210315.832090971,1473,1473,100,0.00448612274396624,0.138420725708008
"479","2022-09-25","DevolucionesCreditosEnviados","ACH",2010934.70360465,172,172,100,0.0428940599515577,0.0161631804628496
"480","2022-09-25","DevolucionesCreditosRecibidos","ACH",1107597.17178423,241,241,100,0.023625500819856,0.0226472470438765
"481","2022-09-25","DevolucionesDebitosEnviados","ACH",204670.675940594,909,902,99.2299229922992,0.00436570925370417,0.0854205293065714
"482","2022-09-25","DevolucionesDebitosRecibidos","ACH",152001.883838384,198,171,86.3636363636364,0.0032422623700442,0.0186064519281641
"483","2022-09-25","PagosDIANEnviados","PSE",4609442.62295082,183,156,85.2459016393443,0.0983212969857767,0.0171968722366365
"484","2022-09-25","PagosDIANRecibidos","PSE",124473800,10,10,100,2.65507707934404,0.00093971979435172
"485","2022-09-25","PagosEmpresasEnviados","PSE",351696.270137137,10938,8056,73.6514902175901,0.00750182532976337,1.02786551106191
"486","2022-09-25","PagosEmpresasRecibidos","PSE",2414925.12955272,1252,1136,90.7348242811502,0.0515113410196149,0.117652918252835
"487","2022-09-25","PagosSSSEnviados","PSE",927746.600566572,706,591,83.7110481586402,0.0197892145544175,0.0663442174812314
"488","2022-09-25","PagosSSSOtrosCanalesEnviado","PSE",288766.666666667,3,0,0,0.00615951114166392,0.000281915938305516
"489","2022-09-25","PagosSSSRecibidos","PSE",709906.984273319,1844,97,5.26030368763557,0.0151426064152483,0.173284330078457
"490","2022-09-25","SeguridadSocialONIFRecibidos","ACH",57139.8457583548,389,0,0,0.00121881628736538,0.0365551000002819
"491","2022-09-26","CreditosEnviados","ACH",3983543.94964876,5751,4536,78.8732394366197,0.0849706222134459,0.540432853731674
"492","2022-09-26","CreditosRecibidos","ACH",2381498.74388785,10700,10696,99.9626168224299,0.0507983425378131,1.00550017995634
"493","2022-09-26","DebitosEnviados","ACH",146644.683760684,351,335,95.4415954415954,0.00312799110062235,0.0329841647817454
"494","2022-09-26","DebitosRecibidos","ACH",210039.226149388,1553,1552,99.935608499678,0.00448022262606588,0.145938484062822
"495","2022-09-26","DevolucionesCreditosEnviados","ACH",1389497.64158228,158,149,94.3037974683544,0.0296385531731794,0.0148475727507572
"496","2022-09-26","DevolucionesCreditosRecibidos","ACH",1734610.72408072,223,223,100,0.0369999564172627,0.0209557514140434
"497","2022-09-26","DevolucionesDebitosEnviados","ACH",191233.751737143,875,870,99.4285714285714,0.00407909416306287,0.0822254820057755
"498","2022-09-26","DevolucionesDebitosRecibidos","ACH",194807.163265306,245,213,86.9387755102041,0.00415531649293061,0.0230231349616171
"499","2022-09-26","PagosDIANEnviados","PSE",7018877.77777778,180,161,89.4444444444444,0.149715534598405,0.016914956298331
"500","2022-09-26","PagosDIANRecibidos","PSE",45850500,10,10,100,0.978009923586037,0.00093971979435172
"501","2022-09-26","PagosEmpresasEnviados","PSE",741879.557758319,10849,7992,73.6657756475251,0.0158245944884626,1.01950200489218
"502","2022-09-26","PagosEmpresasRecibidos","PSE",2070123.08036293,1295,1188,91.7374517374517,0.0441565722432568,0.121693713368548
"503","2022-09-26","PagosSSSEnviados","PSE",1431532.41607898,709,585,82.5105782792666,0.0305351721106715,0.066626133419537
"504","2022-09-26","PagosSSSOtrosCanalesEnviado","PSE",10692975,4,0,0,0.228085531513449,0.000375887917740688
"505","2022-09-26","PagosSSSRecibidos","PSE",979965.304380388,1856,115,6.19612068965517,0.0209030608707436,0.174411993831679
"506","2022-09-26","SeguridadSocialONIFRecibidos","ACH",727516.806722689,357,0,0,0.0155182311327121,0.0335479966583564
"507","2022-09-27","CreditosEnviados","ACH",3270303.29908215,5709,4539,79.5060430898581,0.0697569073322755,0.536486030595397
"508","2022-09-27","CreditosRecibidos","ACH",2297376.60555995,10617,10613,99.9623245737967,0.0490039829108088,0.997700505663221
"509","2022-09-27","DebitosEnviados","ACH",148140.771186441,354,345,97.4576271186441,0.00315990325750052,0.0332660807200509
"510","2022-09-27","DebitosRecibidos","ACH",217106.14438151,1536,1533,99.8046875,0.00463096288321,0.144340960412424
"511","2022-09-27","DevolucionesCreditosEnviados","ACH",1897211.33839161,143,138,96.5034965034965,0.0404682940444911,0.0134379930592296
"512","2022-09-27","DevolucionesCreditosRecibidos","ACH",1012261.86363636,198,198,100,0.0215919596930036,0.0186064519281641
"513","2022-09-27","DevolucionesDebitosEnviados","ACH",197604.327080891,853,852,99.8827667057444,0.00421498114150669,0.0801580984582017
"514","2022-09-27","DevolucionesDebitosRecibidos","ACH",183631.585365854,205,181,88.2926829268293,0.00391693684412692,0.0192642557842103
"515","2022-09-27","PagosDIANEnviados","PSE",5328692.70833333,192,176,91.6666666666667,0.11366319557018,0.018042620051553
"516","2022-09-27","PagosDIANRecibidos","PSE",102195533.333333,15,15,100,2.17987253674808,0.00140957969152758
"517","2022-09-27","PagosEmpresasEnviados","PSE",457903.017841305,10914,8017,73.4561114165292,0.00976725871012945,1.02561018355547
"518","2022-09-27","PagosEmpresasRecibidos","PSE",3731322.99720224,1251,1138,90.9672262190248,0.0795906461078633,0.1175589462734
"519","2022-09-27","PagosSSSEnviados","PSE",1502511.73913043,690,574,83.1884057971015,0.0320491901107748,0.0648406658102687
"520","2022-09-27","PagosSSSOtrosCanalesEnviado","PSE",355375,4,0,0,0.00758029414279862,0.000375887917740688
"521","2022-09-27","PagosSSSRecibidos","PSE",469086.311825749,1802,92,5.1054384017758,0.0100058029461829,0.16933750694218
"522","2022-09-27","SeguridadSocialONIFRecibidos","ACH",90678.1954887218,399,0,0,0.00193420300849161,0.0374948197946336
"523","2022-09-28","CreditosEnviados","ACH",2709566.09567125,5743,4523,78.7567473445934,0.05779615337191,0.539681077896193
"524","2022-09-28","CreditosRecibidos","ACH",4411266.40241873,10551,10546,99.9526111269074,0.09409411712298,0.9914983550205
"525","2022-09-28","DebitosEnviados","ACH",163694.530555556,360,350,97.2222222222222,0.00349167130827562,0.0338299125966619
"526","2022-09-28","DebitosRecibidos","ACH",183750.806468625,1498,1497,99.9332443257677,0.00391947987902536,0.140770025193888
"527","2022-09-28","DevolucionesCreditosEnviados","ACH",1547918.16740741,162,155,95.679012345679,0.0330177278028278,0.0152234606684979
"528","2022-09-28","DevolucionesCreditosRecibidos","ACH",1185426.77602094,191,191,100,0.0252856381202623,0.0179486480721179
"529","2022-09-28","DevolucionesDebitosEnviados","ACH",222539.524456019,864,858,99.3055555555556,0.00474685910313091,0.0811917902319886
"530","2022-09-28","DevolucionesDebitosRecibidos","ACH",170791.033653846,208,178,85.5769230769231,0.00364304262271902,0.0195461717225158
"531","2022-09-28","PagosDIANEnviados","PSE",5967807.90960452,177,164,92.6553672316384,0.127295784291305,0.0166330403600254
"532","2022-09-28","PagosDIANRecibidos","PSE",587841142.857143,7,7,100,12.5388920776533,0.000657803856046204
"533","2022-09-28","PagosEmpresasEnviados","PSE",365907.333006074,11031,8114,73.5563412201976,0.00780495311485896,1.03660490514938
"534","2022-09-28","PagosEmpresasRecibidos","PSE",2401478.10225275,1274,1150,90.2668759811617,0.0512245104257915,0.119720301800409
"535","2022-09-28","PagosSSSEnviados","PSE",1027217.95620438,685,588,85.8394160583942,0.0219109792663908,0.0643708059130928
"536","2022-09-28","PagosSSSOtrosCanalesEnviado","PSE",173650,4,0,0,0.0037040255445571,0.000375887917740688
"537","2022-09-28","PagosSSSRecibidos","PSE",699093.069268829,1819,99,5.44255085211655,0.0149119411839595,0.170935030592578
"538","2022-09-28","SeguridadSocialONIFRecibidos","ACH",524552.445652174,368,0,0,0.0111889182732828,0.0345816884321433
"539","2022-09-29","CreditosEnviados","ACH",2976713.51630345,5800,4538,78.2413793103448,0.0634945171506845,0.545037480723998
"540","2022-09-29","CreditosRecibidos","ACH",2645519.96584731,10793,10790,99.9722042064301,0.0564300232198921,1.01423957404381
"541","2022-09-29","DebitosEnviados","ACH",176491.176300578,346,338,97.6878612716763,0.0037646289974447,0.0325143048845695
"542","2022-09-29","DebitosRecibidos","ACH",182734.936301939,1444,1441,99.792243767313,0.00389781095275207,0.135695538304388
"543","2022-09-29","DevolucionesCreditosEnviados","ACH",3013649.00356643,143,138,96.5034965034965,0.0642823662052354,0.0134379930592296
"544","2022-09-29","DevolucionesCreditosRecibidos","ACH",1576653.19090909,220,220,100,0.0336306576103354,0.0206738354757378
"545","2022-09-29","DevolucionesDebitosEnviados","ACH",359350.812263099,897,896,99.8885172798216,0.00766509984497474,0.0842928655533493
"546","2022-09-29","DevolucionesDebitosRecibidos","ACH",176761.737864078,206,182,88.3495145631068,0.00377040018628765,0.0193582277636454
"547","2022-09-29","PagosDIANEnviados","PSE",13252214.2857143,168,147,87.5,0.28267515252652,0.0157872925451089
"548","2022-09-29","PagosDIANRecibidos","PSE",134551100,10,10,100,2.87003001121945,0.00093971979435172
"549","2022-09-29","PagosEmpresasEnviados","PSE",342984.640102455,10834,8061,74.4046520214141,0.00731600269697793,1.01809242520065
"550","2022-09-29","PagosEmpresasRecibidos","PSE",3234075.45272867,1301,1177,90.4688700999231,0.068984152547838,0.122257545245159
"551","2022-09-29","PagosSSSEnviados","PSE",1065173.48736999,673,567,84.2496285289747,0.02272058627471,0.0632431421598708
"552","2022-09-29","PagosSSSOtrosCanalesEnviado","PSE",238466.666666667,6,0,0,0.00508659156267617,0.000563831876611032
"553","2022-09-29","PagosSSSRecibidos","PSE",822993.450782509,1738,98,5.63866513233602,0.0175547870123905,0.163323300258329
"554","2022-09-29","SeguridadSocialONIFRecibidos","ACH",86300.8450704225,355,0,0,0.00184083233318578,0.0333600526994861
"555","2022-09-30","CreditosEnviados","ACH",3312965.332874,5762,4571,79.3300937174592,0.0706669059671605,0.541466545505461
"556","2022-09-30","CreditosRecibidos","ACH",3191667.73534567,10588,10588,100,0.0680795785860011,0.994975318259601
"557","2022-09-30","DebitosEnviados","ACH",177639.931818182,352,341,96.875,0.00378913242261979,0.0330781367611806
"558","2022-09-30","DebitosRecibidos","ACH",182481.893333333,1503,1500,99.8003992015968,0.0038924134427055,0.141239885091064
"559","2022-09-30","DevolucionesCreditosEnviados","ACH",1645722.40431507,146,144,98.6301369863014,0.0351039321902271,0.0137199089975351
"560","2022-09-30","DevolucionesCreditosRecibidos","ACH",1369740.32405,200,200,100,0.0292171215070033,0.0187943958870344
"561","2022-09-30","DevolucionesDebitosEnviados","ACH",184221.331422222,900,895,99.4444444444444,0.00392951636878912,0.0845747814916548
"562","2022-09-30","DevolucionesDebitosRecibidos","ACH",142009.273972603,219,186,84.9315068493151,0.00302911591338053,0.0205798634963027
"563","2022-09-30","PagosDIANEnviados","PSE",9601381.18811881,202,180,89.1089108910891,0.2048013889077,0.0189823398459047
"564","2022-09-30","PagosDIANRecibidos","PSE",98791000,10,10,100,2.10725244786836,0.00093971979435172
"565","2022-09-30","PagosEmpresasEnviados","PSE",664789.539522759,10875,8037,73.9034482758621,0.0141802328600441,1.0219452763575
"566","2022-09-30","PagosEmpresasRecibidos","PSE",2557978.69572231,1246,1136,91.1717495987159,0.0545627321128033,0.117089086376224
"567","2022-09-30","PagosSSSEnviados","PSE",2703127.77777778,684,579,84.6491228070175,0.0576588214171653,0.0642768339336577
"568","2022-09-30","PagosSSSOtrosCanalesEnviado","PSE",213700,3,0,0,0.00455830843001355,0.000281915938305516
"569","2022-09-30","PagosSSSRecibidos","PSE",1322514.18047253,1820,91,5,0.0282097685430996,0.171029002572013
"570","2022-09-30","SeguridadSocialONIFRecibidos","ACH",93667.2222222222,360,0,0,0.00199796017160275,0.0338299125966619
